PM2.5 AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,AQI Category Numerical,AQI Category
109,2,109,0,5,Unhealthy for Sensitive Groups
125,1,35,0,5,Unhealthy for Sensitive Groups
500,1,43,2,4,Hazardous
42,2,42,6,0,Good
84,1,34,1,1,Moderate
51,2,29,3,1,Moderate
36,0,16,2,0,Good
132,1,34,0,5,Unhealthy for Sensitive Groups
153,1,38,0,2,Unhealthy
79,2,18,8,1,Moderate
33,1,26,2,0,Good
69,1,31,3,1,Moderate
45,1,34,5,0,Good
44,1,44,0,0,Good
64,2,16,14,1,Moderate
16,0,11,0,0,Good
52,1,52,3,1,Moderate
54,0,26,0,1,Moderate
51,1,21,3,1,Moderate
51,1,21,2,1,Moderate
52,1,31,2,1,Moderate
210,1,42,1,3,Very Unhealthy
67,1,40,0,1,Moderate
91,1,47,3,1,Moderate
29,0,9,5,0,Good
63,1,28,0,1,Moderate
64,0,41,0,1,Moderate
67,1,67,1,1,Moderate
58,2,12,15,1,Moderate
40,0,28,2,0,Good
40,1,21,5,0,Good
71,2,12,0,1,Moderate
133,1,23,1,5,Unhealthy for Sensitive Groups
224,3,138,2,3,Very Unhealthy
27,1,27,0,0,Good
87,1,41,3,1,Moderate
40,1,26,5,0,Good
35,1,33,0,0,Good
122,4,5,36,5,Unhealthy for Sensitive Groups
68,2,30,12,1,Moderate
42,1,27,2,0,Good
169,3,163,1,2,Unhealthy
41,1,36,0,0,Good
40,1,40,0,0,Good
16,0,15,7,0,Good
28,1,17,2,0,Good
90,2,15,2,1,Moderate
67,3,42,5,1,Moderate
59,2,26,6,1,Moderate
40,1,17,0,0,Good
34,1,32,3,0,Good
60,1,17,6,1,Moderate
42,1,42,0,0,Good
53,2,36,8,1,Moderate
40,1,40,2,0,Good
26,0,26,0,0,Good
30,1,30,0,0,Good
61,3,35,2,1,Moderate
115,2,115,0,5,Unhealthy for Sensitive Groups
60,1,26,3,1,Moderate
64,1,23,3,1,Moderate
42,1,35,2,0,Good
92,3,11,31,1,Moderate
65,1,29,1,1,Moderate
56,1,14,2,1,Moderate
39,1,30,3,0,Good
61,1,36,0,1,Moderate
66,1,36,1,1,Moderate
42,1,42,0,0,Good
37,1,37,1,0,Good
178,6,91,7,2,Unhealthy
150,0,25,0,2,Unhealthy
91,1,91,0,1,Moderate
37,1,37,0,0,Good
29,1,29,0,0,Good
50,1,10,0,0,Good
163,4,8,8,2,Unhealthy
153,1,35,0,2,Unhealthy
36,1,18,2,0,Good
45,1,45,2,0,Good
48,2,42,6,0,Good
23,0,23,0,0,Good
55,0,26,0,1,Moderate
42,1,17,0,0,Good
55,2,36,10,1,Moderate
57,1,20,0,1,Moderate
109,3,9,11,5,Unhealthy for Sensitive Groups
132,3,132,1,5,Unhealthy for Sensitive Groups
41,1,30,5,0,Good
73,1,9,13,1,Moderate
46,1,30,3,0,Good
35,1,13,2,0,Good
100,1,35,5,5,Unhealthy for Sensitive Groups
36,1,36,2,0,Good
43,1,9,3,0,Good
150,4,8,3,2,Unhealthy
67,1,22,18,1,Moderate
163,3,163,2,2,Unhealthy
66,1,24,5,1,Moderate
38,1,2,2,0,Good
126,1,42,0,5,Unhealthy for Sensitive Groups
105,4,6,11,5,Unhealthy for Sensitive Groups
37,1,22,4,0,Good
57,2,7,8,1,Moderate
31,1,24,3,0,Good
26,0,21,1,0,Good
37,0,29,1,0,Good
40,1,21,3,0,Good
42,0,20,0,0,Good
164,4,164,4,2,Unhealthy
56,1,56,1,1,Moderate
78,1,35,1,1,Moderate
53,1,33,6,1,Moderate
44,1,27,4,0,Good
43,1,25,4,0,Good
69,1,39,1,1,Moderate
159,3,152,1,2,Unhealthy
84,1,33,3,1,Moderate
52,1,33,2,1,Moderate
46,1,22,13,0,Good
38,1,23,9,0,Good
87,1,87,0,1,Moderate
91,3,91,1,1,Moderate
97,3,75,4,1,Moderate
55,1,38,0,1,Moderate
99,3,10,30,1,Moderate
95,1,36,0,1,Moderate
57,1,35,2,1,Moderate
113,1,27,3,5,Unhealthy for Sensitive Groups
54,0,21,0,1,Moderate
50,1,28,3,0,Good
160,4,7,15,2,Unhealthy
42,1,41,1,0,Good
53,1,53,1,1,Moderate
33,1,33,1,0,Good
36,1,36,0,0,Good
29,1,17,3,0,Good
54,1,27,1,1,Moderate
110,2,30,7,5,Unhealthy for Sensitive Groups
167,3,167,1,2,Unhealthy
32,1,32,0,0,Good
61,0,34,0,1,Moderate
44,0,37,1,0,Good
188,2,121,1,2,Unhealthy
63,1,37,0,1,Moderate
77,1,55,0,1,Moderate
57,0,25,0,1,Moderate
57,1,6,7,1,Moderate
41,0,34,0,0,Good
38,1,38,0,0,Good
70,1,49,0,1,Moderate
45,1,34,0,0,Good
132,3,103,1,5,Unhealthy for Sensitive Groups
42,1,42,0,0,Good
27,1,17,0,0,Good
168,3,168,1,2,Unhealthy
51,1,24,8,1,Moderate
45,1,32,4,0,Good
68,1,38,1,1,Moderate
29,1,29,2,0,Good
45,1,45,3,0,Good
53,1,33,3,1,Moderate
88,1,38,1,1,Moderate
158,6,0,20,2,Unhealthy
56,1,35,3,1,Moderate
63,1,23,1,1,Moderate
52,1,48,0,1,Moderate
175,5,71,8,2,Unhealthy
98,2,27,4,1,Moderate
66,1,34,3,1,Moderate
56,1,27,2,1,Moderate
54,1,47,1,1,Moderate
57,1,39,7,1,Moderate
50,1,38,2,0,Good
156,2,67,2,2,Unhealthy
38,0,38,0,0,Good
71,1,60,1,1,Moderate
74,2,35,0,1,Moderate
86,2,36,1,1,Moderate
75,1,32,1,1,Moderate
42,1,42,0,0,Good
29,0,21,0,0,Good
88,2,21,3,1,Moderate
52,1,38,0,1,Moderate
78,1,27,17,1,Moderate
161,3,41,6,2,Unhealthy
35,1,19,0,0,Good
240,1,36,2,3,Very Unhealthy
128,0,26,0,5,Unhealthy for Sensitive Groups
67,1,23,2,1,Moderate
52,1,39,1,1,Moderate
50,1,19,0,0,Good
33,1,33,0,0,Good
59,1,44,0,1,Moderate
63,2,19,0,1,Moderate
54,1,17,0,1,Moderate
39,1,30,0,0,Good
29,0,22,0,0,Good
58,1,33,2,1,Moderate
36,1,33,2,0,Good
58,1,17,0,1,Moderate
32,0,22,0,0,Good
71,2,43,4,1,Moderate
41,1,41,0,0,Good
26,0,18,0,0,Good
60,1,37,1,1,Moderate
75,1,42,1,1,Moderate
108,1,20,2,5,Unhealthy for Sensitive Groups
56,0,28,0,1,Moderate
23,0,12,1,0,Good
106,1,43,1,5,Unhealthy for Sensitive Groups
162,0,30,0,2,Unhealthy
75,2,20,6,1,Moderate
29,1,29,1,0,Good
50,1,16,0,0,Good
46,1,35,0,0,Good
78,1,34,2,1,Moderate
74,2,15,1,1,Moderate
170,10,19,9,2,Unhealthy
87,0,39,0,1,Moderate
81,1,14,0,1,Moderate
49,1,21,14,0,Good
76,2,61,0,1,Moderate
38,1,38,1,0,Good
17,0,16,0,0,Good
62,1,30,0,1,Moderate
81,2,8,33,1,Moderate
52,1,46,2,1,Moderate
30,1,30,3,0,Good
54,1,34,4,1,Moderate
48,1,38,0,0,Good
37,1,14,0,0,Good
34,1,34,2,0,Good
173,3,108,1,2,Unhealthy
64,2,27,7,1,Moderate
32,1,32,2,0,Good
48,1,41,2,0,Good
55,1,14,2,1,Moderate
37,1,32,3,0,Good
54,1,38,2,1,Moderate
171,4,171,4,2,Unhealthy
73,2,3,7,1,Moderate
37,1,37,1,0,Good
31,1,9,2,0,Good
71,2,20,6,1,Moderate
30,1,30,3,0,Good
47,1,24,3,0,Good
178,2,121,2,2,Unhealthy
54,1,23,1,1,Moderate
31,1,31,3,0,Good
30,0,22,2,0,Good
61,1,13,1,1,Moderate
32,1,32,0,0,Good
29,1,28,4,0,Good
21,0,21,0,0,Good
41,1,30,2,0,Good
94,3,11,34,1,Moderate
43,1,43,0,0,Good
53,1,33,5,1,Moderate
30,0,30,1,0,Good
38,1,28,3,0,Good
45,1,41,10,0,Good
73,1,28,11,1,Moderate
95,0,23,0,1,Moderate
149,2,128,1,5,Unhealthy for Sensitive Groups
112,1,25,0,5,Unhealthy for Sensitive Groups
44,1,27,7,0,Good
37,1,16,0,0,Good
14,1,14,0,0,Good
50,0,16,0,0,Good
56,2,26,1,1,Moderate
180,3,171,1,2,Unhealthy
35,0,34,1,0,Good
38,1,33,2,0,Good
45,1,25,4,0,Good
63,1,29,1,1,Moderate
69,1,12,13,1,Moderate
166,2,141,1,2,Unhealthy
176,1,43,0,2,Unhealthy
66,1,37,1,1,Moderate
61,2,15,19,1,Moderate
166,3,166,1,2,Unhealthy
205,5,205,4,3,Very Unhealthy
160,5,1,23,2,Unhealthy
53,0,25,0,1,Moderate
36,0,33,0,0,Good
156,2,132,1,2,Unhealthy
87,1,40,2,1,Moderate
169,3,169,1,2,Unhealthy
28,0,21,0,0,Good
49,1,22,9,0,Good
38,2,12,1,0,Good
35,0,35,0,0,Good
41,1,41,0,0,Good
95,1,54,0,1,Moderate
80,3,13,2,1,Moderate
43,1,22,0,0,Good
30,1,29,0,0,Good
42,1,29,4,0,Good
45,1,45,0,0,Good
34,1,34,1,0,Good
39,1,39,0,0,Good
64,1,23,1,1,Moderate
52,2,12,15,1,Moderate
121,0,62,0,5,Unhealthy for Sensitive Groups
58,2,30,13,1,Moderate
37,1,16,0,0,Good
45,1,45,1,0,Good
42,1,42,1,0,Good
36,1,36,1,0,Good
56,1,14,0,1,Moderate
46,1,19,0,0,Good
85,2,31,1,1,Moderate
427,1,106,1,4,Hazardous
48,1,48,0,0,Good
19,0,16,0,0,Good
35,1,30,3,0,Good
45,1,10,1,0,Good
46,1,32,9,0,Good
65,2,26,4,1,Moderate
38,1,29,3,0,Good
500,1,46,1,4,Hazardous
29,0,29,2,0,Good
35,0,31,1,0,Good
44,1,44,1,0,Good
44,1,30,1,0,Good
43,1,30,11,0,Good
79,2,9,0,1,Moderate
54,1,18,0,1,Moderate
63,1,42,1,1,Moderate
52,1,3,2,1,Moderate
156,1,43,0,2,Unhealthy
20,0,20,0,0,Good
53,1,27,6,1,Moderate
54,1,36,5,1,Moderate
55,2,11,5,1,Moderate
60,1,25,9,1,Moderate
33,1,12,0,0,Good
29,0,25,0,0,Good
126,1,51,0,5,Unhealthy for Sensitive Groups
55,3,55,0,1,Moderate
183,4,4,10,2,Unhealthy
75,1,21,5,1,Moderate
21,0,12,1,0,Good
124,4,25,3,5,Unhealthy for Sensitive Groups
33,1,33,0,0,Good
30,1,22,3,0,Good
63,2,3,6,1,Moderate
49,1,8,6,0,Good
40,2,23,0,0,Good
139,2,37,2,5,Unhealthy for Sensitive Groups
77,2,11,3,1,Moderate
52,2,23,8,1,Moderate
74,2,9,7,1,Moderate
68,2,4,3,1,Moderate
39,1,39,0,0,Good
79,2,62,0,1,Moderate
54,1,38,1,1,Moderate
33,1,33,3,0,Good
68,1,25,4,1,Moderate
78,1,27,4,1,Moderate
47,1,40,0,0,Good
64,1,20,3,1,Moderate
59,2,15,3,1,Moderate
76,1,35,2,1,Moderate
101,1,61,1,5,Unhealthy for Sensitive Groups
148,2,148,5,5,Unhealthy for Sensitive Groups
177,1,36,0,2,Unhealthy
105,2,90,0,5,Unhealthy for Sensitive Groups
131,2,131,2,5,Unhealthy for Sensitive Groups
51,1,28,3,1,Moderate
28,1,25,5,0,Good
61,1,39,1,1,Moderate
86,1,40,2,1,Moderate
64,1,23,3,1,Moderate
65,1,31,3,1,Moderate
41,1,26,0,0,Good
70,1,34,1,1,Moderate
58,1,19,1,1,Moderate
111,2,13,6,5,Unhealthy for Sensitive Groups
132,1,24,0,5,Unhealthy for Sensitive Groups
39,1,37,5,0,Good
19,0,12,0,0,Good
37,1,16,1,0,Good
63,1,20,4,1,Moderate
193,1,47,0,2,Unhealthy
205,5,205,4,3,Very Unhealthy
54,1,28,4,1,Moderate
49,1,41,0,0,Good
88,0,23,0,1,Moderate
76,1,17,5,1,Moderate
167,3,167,1,2,Unhealthy
138,2,138,2,5,Unhealthy for Sensitive Groups
37,1,18,3,0,Good
37,1,37,1,0,Good
57,2,30,3,1,Moderate
140,2,140,0,5,Unhealthy for Sensitive Groups
49,1,49,0,0,Good
122,4,4,36,5,Unhealthy for Sensitive Groups
49,1,35,2,0,Good
32,1,32,3,0,Good
128,2,128,4,5,Unhealthy for Sensitive Groups
60,2,25,11,1,Moderate
34,0,22,0,0,Good
46,2,28,0,0,Good
44,1,24,1,0,Good
209,4,4,14,3,Very Unhealthy
71,1,38,1,1,Moderate
54,1,14,0,1,Moderate
51,1,18,1,1,Moderate
33,1,33,0,0,Good
67,1,32,2,1,Moderate
61,1,19,3,1,Moderate
31,1,26,5,0,Good
54,1,37,0,1,Moderate
62,1,39,1,1,Moderate
64,2,10,3,1,Moderate
43,1,43,1,0,Good
188,4,188,5,2,Unhealthy
87,2,4,11,1,Moderate
55,1,44,0,1,Moderate
36,0,34,1,0,Good
39,1,39,0,0,Good
63,1,28,1,1,Moderate
63,1,20,7,1,Moderate
22,0,22,0,0,Good
500,49,1,30,4,Hazardous
28,0,28,0,0,Good
55,1,43,0,1,Moderate
30,0,30,2,0,Good
85,1,14,11,1,Moderate
35,0,35,1,0,Good
39,1,38,2,0,Good
166,1,53,0,2,Unhealthy
26,1,20,8,0,Good
129,1,71,0,5,Unhealthy for Sensitive Groups
26,1,14,0,0,Good
18,1,14,0,0,Good
43,1,43,1,0,Good
65,3,15,0,1,Moderate
65,1,23,15,1,Moderate
36,0,31,0,0,Good
101,2,101,1,5,Unhealthy for Sensitive Groups
71,1,26,1,1,Moderate
39,1,22,5,0,Good
51,1,49,1,1,Moderate
41,1,32,2,0,Good
72,2,6,1,1,Moderate
36,0,27,2,0,Good
32,0,32,1,0,Good
39,1,24,0,0,Good
45,1,33,0,0,Good
60,2,41,1,1,Moderate
80,3,69,1,1,Moderate
197,3,94,4,2,Unhealthy
52,2,1,2,1,Moderate
60,0,22,0,1,Moderate
39,1,26,3,0,Good
30,1,30,0,0,Good
108,4,5,14,5,Unhealthy for Sensitive Groups
31,1,21,1,0,Good
116,4,9,31,5,Unhealthy for Sensitive Groups
43,1,43,2,0,Good
27,0,14,0,0,Good
56,1,13,3,1,Moderate
82,3,7,10,1,Moderate
70,2,0,8,1,Moderate
55,2,5,0,1,Moderate
40,1,21,6,0,Good
100,2,19,10,5,Unhealthy for Sensitive Groups
22,0,22,0,0,Good
81,2,11,7,1,Moderate
31,1,21,5,0,Good
28,1,28,1,0,Good
58,3,5,0,1,Moderate
57,1,28,6,1,Moderate
57,1,40,0,1,Moderate
143,0,34,0,5,Unhealthy for Sensitive Groups
32,1,32,2,0,Good
64,1,35,3,1,Moderate
39,1,39,0,0,Good
48,1,25,5,0,Good
207,5,207,4,3,Very Unhealthy
39,1,38,4,0,Good
169,5,115,5,2,Unhealthy
36,1,14,0,0,Good
166,10,13,11,2,Unhealthy
110,1,17,3,5,Unhealthy for Sensitive Groups
52,2,3,12,1,Moderate
65,2,11,6,1,Moderate
50,1,26,1,0,Good
86,1,24,0,1,Moderate
32,1,32,0,0,Good
140,2,71,1,5,Unhealthy for Sensitive Groups
57,1,46,0,1,Moderate
84,1,13,13,1,Moderate
82,1,35,1,1,Moderate
82,1,38,1,1,Moderate
39,1,39,1,0,Good
63,1,37,1,1,Moderate
53,1,43,0,1,Moderate
32,0,14,0,0,Good
33,1,33,2,0,Good
360,1,49,1,4,Hazardous
105,3,105,3,5,Unhealthy for Sensitive Groups
41,1,28,4,0,Good
231,1,43,0,3,Very Unhealthy
76,3,14,1,1,Moderate
36,1,7,2,0,Good
42,1,2,3,0,Good
20,1,11,1,0,Good
141,4,3,37,5,Unhealthy for Sensitive Groups
67,1,45,0,1,Moderate
38,1,27,1,0,Good
53,1,37,0,1,Moderate
117,4,1,8,5,Unhealthy for Sensitive Groups
139,2,66,1,5,Unhealthy for Sensitive Groups
198,2,128,1,2,Unhealthy
33,1,33,3,0,Good
59,1,12,2,1,Moderate
36,1,36,0,0,Good
166,4,166,4,2,Unhealthy
51,1,39,0,1,Moderate
31,1,27,3,0,Good
51,1,34,0,1,Moderate
152,5,12,15,2,Unhealthy
66,3,4,11,1,Moderate
49,1,17,3,0,Good
46,1,46,0,0,Good
32,1,32,2,0,Good
80,5,35,2,1,Moderate
62,1,46,2,1,Moderate
46,1,19,4,0,Good
29,0,22,0,0,Good
174,4,174,10,2,Unhealthy
37,1,36,0,0,Good
33,1,33,0,0,Good
75,2,41,10,1,Moderate
45,1,31,7,0,Good
35,1,28,1,0,Good
46,1,28,1,0,Good
50,1,22,0,0,Good
29,0,29,1,0,Good
38,0,38,0,0,Good
82,2,7,30,1,Moderate
149,3,149,1,5,Unhealthy for Sensitive Groups
41,1,23,0,0,Good
37,1,37,1,0,Good
37,1,37,0,0,Good
33,0,21,1,0,Good
54,2,12,17,1,Moderate
51,1,43,0,1,Moderate
53,1,21,0,1,Moderate
43,1,43,1,0,Good
60,1,42,6,1,Moderate
65,2,12,0,1,Moderate
500,1,39,0,4,Hazardous
61,1,30,3,1,Moderate
73,1,27,4,1,Moderate
35,0,35,0,0,Good
36,1,36,1,0,Good
56,1,22,0,1,Moderate
36,1,36,2,0,Good
28,1,28,1,0,Good
92,2,22,1,1,Moderate
34,1,30,1,0,Good
43,0,28,0,0,Good
43,0,28,0,0,Good
55,1,55,0,1,Moderate
53,1,39,1,1,Moderate
214,4,214,7,3,Very Unhealthy
32,1,32,0,0,Good
37,0,37,0,0,Good
75,1,13,0,1,Moderate
71,1,5,7,1,Moderate
34,0,17,1,0,Good
36,1,36,5,0,Good
55,1,38,1,1,Moderate
60,1,38,1,1,Moderate
39,1,39,1,0,Good
35,1,26,2,0,Good
157,3,119,1,2,Unhealthy
36,1,25,0,0,Good
38,1,38,0,0,Good
35,1,19,1,0,Good
60,1,41,0,1,Moderate
48,1,20,1,0,Good
133,3,75,1,5,Unhealthy for Sensitive Groups
108,4,4,19,5,Unhealthy for Sensitive Groups
32,1,32,1,0,Good
71,2,36,6,1,Moderate
32,1,28,1,0,Good
58,1,36,1,1,Moderate
21,0,19,0,0,Good
63,1,30,3,1,Moderate
134,3,95,1,5,Unhealthy for Sensitive Groups
66,1,35,1,1,Moderate
180,2,22,1,2,Unhealthy
55,1,21,8,1,Moderate
73,1,14,4,1,Moderate
44,1,44,0,0,Good
34,1,34,0,0,Good
92,2,29,4,1,Moderate
64,1,24,0,1,Moderate
57,1,44,0,1,Moderate
43,1,43,0,0,Good
26,0,26,0,0,Good
43,1,42,2,0,Good
98,3,19,22,1,Moderate
49,0,28,0,0,Good
56,1,39,1,1,Moderate
60,1,60,0,1,Moderate
79,1,73,2,1,Moderate
53,1,46,0,1,Moderate
102,1,31,0,5,Unhealthy for Sensitive Groups
40,1,40,0,0,Good
47,1,47,1,0,Good
41,1,41,1,0,Good
70,1,43,0,1,Moderate
158,3,37,11,2,Unhealthy
45,1,45,0,0,Good
40,1,40,0,0,Good
50,1,38,1,0,Good
99,4,20,14,1,Moderate
47,1,47,0,0,Good
56,1,48,0,1,Moderate
67,1,59,0,1,Moderate
16,1,16,0,0,Good
60,1,59,0,1,Moderate
35,1,24,1,0,Good
151,1,26,3,2,Unhealthy
155,4,14,47,2,Unhealthy
152,6,32,20,2,Unhealthy
37,1,37,1,0,Good
59,1,38,3,1,Moderate
43,1,37,1,0,Good
76,1,35,2,1,Moderate
50,1,30,3,0,Good
28,1,28,2,0,Good
34,1,20,0,0,Good
51,2,41,0,1,Moderate
26,0,24,0,0,Good
84,1,38,3,1,Moderate
109,4,4,29,5,Unhealthy for Sensitive Groups
111,3,7,7,5,Unhealthy for Sensitive Groups
42,1,34,7,0,Good
31,1,11,1,0,Good
72,2,4,7,1,Moderate
60,1,33,0,1,Moderate
57,1,45,1,1,Moderate
151,0,25,0,2,Unhealthy
61,1,46,4,1,Moderate
31,0,22,0,0,Good
41,1,4,2,0,Good
66,2,32,11,1,Moderate
60,1,32,2,1,Moderate
25,0,17,1,0,Good
49,1,7,1,0,Good
156,5,15,15,2,Unhealthy
151,2,125,0,2,Unhealthy
61,2,22,12,1,Moderate
24,0,24,0,0,Good
152,3,87,1,2,Unhealthy
37,0,17,1,0,Good
71,1,42,0,1,Moderate
31,1,18,0,0,Good
81,2,69,1,1,Moderate
32,1,32,0,0,Good
71,1,39,1,1,Moderate
39,0,13,1,0,Good
89,1,16,0,1,Moderate
55,1,37,3,1,Moderate
57,1,46,0,1,Moderate
63,1,29,2,1,Moderate
64,1,33,4,1,Moderate
32,1,32,0,0,Good
152,1,41,0,2,Unhealthy
51,1,31,4,1,Moderate
67,1,38,4,1,Moderate
59,1,18,0,1,Moderate
68,1,37,3,1,Moderate
151,1,65,1,2,Unhealthy
43,1,19,0,0,Good
37,1,37,0,0,Good
109,2,25,4,5,Unhealthy for Sensitive Groups
59,1,24,0,1,Moderate
49,1,46,1,0,Good
40,1,36,1,0,Good
30,1,5,0,0,Good
56,1,47,0,1,Moderate
30,1,8,0,0,Good
43,1,38,1,0,Good
56,1,42,0,1,Moderate
17,1,13,0,0,Good
112,3,17,2,5,Unhealthy for Sensitive Groups
46,0,27,0,0,Good
77,1,69,0,1,Moderate
43,1,43,0,0,Good
39,1,39,1,0,Good
58,1,38,0,1,Moderate
33,1,31,1,0,Good
168,3,74,3,2,Unhealthy
56,1,46,3,1,Moderate
34,1,34,1,0,Good
44,0,22,0,0,Good
75,1,26,0,1,Moderate
79,2,18,2,1,Moderate
30,1,30,3,0,Good
36,1,36,2,0,Good
42,0,23,0,0,Good
72,0,27,0,1,Moderate
34,1,34,2,0,Good
68,2,14,14,1,Moderate
41,1,37,2,0,Good
78,1,28,2,1,Moderate
86,2,24,0,1,Moderate
109,1,64,1,5,Unhealthy for Sensitive Groups
200,5,200,7,2,Unhealthy
65,1,36,2,1,Moderate
74,1,21,5,1,Moderate
38,1,35,0,0,Good
228,15,14,19,3,Very Unhealthy
65,0,23,1,1,Moderate
58,1,35,1,1,Moderate
47,1,39,6,0,Good
37,1,37,3,0,Good
36,1,33,2,0,Good
59,1,57,0,1,Moderate
101,1,27,0,5,Unhealthy for Sensitive Groups
68,3,21,23,1,Moderate
52,2,31,10,1,Moderate
31,0,31,0,0,Good
77,1,54,2,1,Moderate
25,0,25,0,0,Good
63,1,18,5,1,Moderate
123,2,22,4,5,Unhealthy for Sensitive Groups
51,0,26,1,1,Moderate
42,1,6,2,0,Good
148,1,60,0,5,Unhealthy for Sensitive Groups
82,2,46,6,1,Moderate
23,0,11,1,0,Good
52,1,52,2,1,Moderate
86,1,47,0,1,Moderate
74,2,18,19,1,Moderate
36,1,36,0,0,Good
40,1,6,2,0,Good
58,1,30,6,1,Moderate
34,1,23,0,0,Good
52,1,26,0,1,Moderate
84,2,48,1,1,Moderate
152,2,47,0,2,Unhealthy
86,1,48,1,1,Moderate
42,1,30,9,0,Good
71,2,19,18,1,Moderate
26,0,26,1,0,Good
81,2,12,5,1,Moderate
70,1,49,1,1,Moderate
51,1,27,3,1,Moderate
53,1,30,1,1,Moderate
151,4,4,10,2,Unhealthy
160,1,22,0,2,Unhealthy
49,2,33,4,0,Good
194,4,194,2,2,Unhealthy
63,1,35,4,1,Moderate
54,1,44,0,1,Moderate
36,1,28,1,0,Good
59,1,14,14,1,Moderate
67,2,1,23,1,Moderate
72,2,27,6,1,Moderate
168,6,24,6,2,Unhealthy
42,1,42,2,0,Good
37,1,9,3,0,Good
87,2,6,7,1,Moderate
35,0,19,0,0,Good
83,3,19,0,1,Moderate
65,1,18,12,1,Moderate
69,2,20,16,1,Moderate
74,1,16,0,1,Moderate
52,1,25,3,1,Moderate
125,2,16,7,5,Unhealthy for Sensitive Groups
64,1,33,4,1,Moderate
94,3,23,1,1,Moderate
59,1,18,0,1,Moderate
54,1,32,4,1,Moderate
29,1,21,0,0,Good
64,3,17,1,1,Moderate
26,0,22,0,0,Good
27,1,27,3,0,Good
94,1,94,2,1,Moderate
114,1,26,0,5,Unhealthy for Sensitive Groups
71,2,28,6,1,Moderate
45,1,45,3,0,Good
34,1,34,0,0,Good
66,1,30,6,1,Moderate
62,1,52,1,1,Moderate
66,1,37,3,1,Moderate
43,1,27,1,0,Good
43,1,43,1,0,Good
37,1,37,0,0,Good
30,1,30,2,0,Good
85,2,47,2,1,Moderate
56,1,44,1,1,Moderate
67,1,48,1,1,Moderate
66,1,17,1,1,Moderate
29,1,29,0,0,Good
19,0,19,1,0,Good
71,2,28,5,1,Moderate
140,4,2,34,5,Unhealthy for Sensitive Groups
103,2,63,1,5,Unhealthy for Sensitive Groups
43,1,30,4,0,Good
50,1,28,4,0,Good
80,2,24,11,1,Moderate
57,2,12,17,1,Moderate
48,1,27,1,0,Good
35,1,35,1,0,Good
49,1,29,10,0,Good
109,3,6,28,5,Unhealthy for Sensitive Groups
99,3,7,11,1,Moderate
52,1,7,4,1,Moderate
26,1,8,4,0,Good
67,1,39,2,1,Moderate
29,1,29,3,0,Good
26,0,11,0,0,Good
19,1,15,2,0,Good
36,1,4,2,0,Good
39,1,39,0,0,Good
40,1,39,2,0,Good
56,2,30,10,1,Moderate
50,1,26,8,0,Good
40,1,40,2,0,Good
170,1,24,0,2,Unhealthy
39,1,31,3,0,Good
82,2,9,31,1,Moderate
56,1,30,1,1,Moderate
39,1,39,0,0,Good
40,1,21,3,0,Good
50,1,22,5,0,Good
49,1,27,2,0,Good
78,2,33,7,1,Moderate
500,1,67,1,4,Hazardous
54,2,9,9,1,Moderate
96,3,25,5,1,Moderate
55,1,21,2,1,Moderate
34,1,13,2,0,Good
40,1,40,2,0,Good
62,2,19,13,1,Moderate
42,1,24,5,0,Good
44,1,20,3,0,Good
39,1,8,3,0,Good
190,0,36,0,2,Unhealthy
35,1,35,1,0,Good
500,1,48,1,4,Hazardous
90,2,8,10,1,Moderate
32,1,32,2,0,Good
54,2,16,12,1,Moderate
48,1,31,8,0,Good
28,0,28,0,0,Good
43,1,28,1,0,Good
29,0,29,1,0,Good
50,1,16,11,0,Good
52,1,46,4,1,Moderate
46,1,46,1,0,Good
34,1,34,3,0,Good
171,1,105,1,2,Unhealthy
500,2,152,1,4,Hazardous
73,3,34,1,1,Moderate
38,0,38,0,0,Good
55,1,46,0,1,Moderate
73,0,19,0,1,Moderate
40,1,40,5,0,Good
173,10,2,39,2,Unhealthy
110,4,69,15,5,Unhealthy for Sensitive Groups
34,1,19,0,0,Good
194,8,11,19,2,Unhealthy
46,1,38,2,0,Good
60,1,30,5,1,Moderate
68,1,68,0,1,Moderate
73,2,7,15,1,Moderate
61,1,35,4,1,Moderate
79,2,43,0,1,Moderate
54,1,40,1,1,Moderate
81,4,19,8,1,Moderate
138,3,40,4,5,Unhealthy for Sensitive Groups
57,1,38,3,1,Moderate
40,1,38,0,0,Good
67,1,29,1,1,Moderate
40,1,36,0,0,Good
56,1,45,4,1,Moderate
26,0,20,0,0,Good
67,1,29,1,1,Moderate
243,2,39,5,3,Very Unhealthy
54,1,21,1,1,Moderate
60,1,50,0,1,Moderate
62,1,51,0,1,Moderate
62,1,26,0,1,Moderate
86,2,12,4,1,Moderate
100,3,37,10,5,Unhealthy for Sensitive Groups
51,1,29,0,1,Moderate
65,1,27,11,1,Moderate
119,1,37,0,5,Unhealthy for Sensitive Groups
31,1,30,1,0,Good
92,2,21,5,1,Moderate
158,2,48,3,2,Unhealthy
90,2,12,17,1,Moderate
21,1,11,0,0,Good
45,1,45,0,0,Good
71,1,28,3,1,Moderate
39,1,39,0,0,Good
24,1,22,0,0,Good
56,1,34,1,1,Moderate
59,1,28,0,1,Moderate
55,1,26,1,1,Moderate
53,1,34,3,1,Moderate
27,0,27,0,0,Good
31,1,31,3,0,Good
55,1,30,5,1,Moderate
52,2,27,10,1,Moderate
51,2,7,5,1,Moderate
